CD_CNES,DS_ESPECIALIDADE,TIPO,DS_DADO,NM_REGIAO_SAUDE,ANO,QTD_PROD,QTD_META,PORTE_HOSP,cluster,cluster2
2227762,Traumato/Ortopedia,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2024,628,518,Hospital Geral III,2,0
2232030,Traumato/Ortopedia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,290,290,Hospital Geral III,2,0
2235323,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2022,375,375,Hospital Geral II,2,0
2235323,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2023,458,375,Hospital Geral II,2,0
2235323,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2024,334,375,Hospital Geral II,2,0
2227762,Urologia,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2022,246,246,Hospital Geral III,2,0
2227762,Urologia,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2023,295,246,Hospital Geral III,2,0
2227762,Urologia,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2024,152,246,Hospital Geral III,2,0
2232030,Traumato/Ortopedia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,458,290,Hospital Geral III,2,0
2232030,Traumato/Ortopedia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2024,318,290,Hospital Geral III,2,0
2232030,Urologia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,52,52,Hospital Geral III,2,0
2235404,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2024,185,353,Hospital Geral II,2,0
2235412,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2022,295,295,Hospital Geral I,2,0
2235412,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2023,341,295,Hospital Geral I,2,0
2227932,Cirurgia Geral,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2023,158,360,Hospital Geral II,2,0
2227932,Cirurgia Geral,SIH,CIRURGIA,06 - Vale do Paranhana e Costa Serra,2024,261,360,Hospital Geral II,2,0
2228602,Cirurgia Geral,SIH,CIRURGIA,15 - Caminho das Águas,2022,322,360,Hospital Geral II,2,0
2232030,Urologia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,160,52,Hospital Geral III,2,0
2232030,Urologia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2024,62,52,Hospital Geral III,2,0
2232162,Traumato/Ortopedia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,457,457,Hospital Geral III,2,0
2235323,Cirurgia Geral,SIH,CIRURGIA,20 - Rota da Produção,2022,482,360,Hospital Geral II,2,0
2235323,Cirurgia Geral,SIH,CIRURGIA,20 - Rota da Produção,2023,460,360,Hospital Geral II,2,0
2235323,Cirurgia Geral,SIH,CIRURGIA,20 - Rota da Produção,2024,315,360,Hospital Geral II,2,0
2228602,Cirurgia Geral,SIH,CIRURGIA,15 - Caminho das Águas,2023,430,360,Hospital Geral II,2,0
2228602,Cirurgia Geral,SIH,CIRURGIA,15 - Caminho das Águas,2024,291,360,Hospital Geral II,2,0
2232049,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,741,360,Hospital Geral III,2,0
2232049,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2023,747,360,Hospital Geral III,2,0
2232049,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,550,360,Hospital Geral III,2,0
2232162,Traumato/Ortopedia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,590,457,Hospital Geral III,2,0
2232162,Traumato/Ortopedia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2024,337,457,Hospital Geral III,2,0
2235323,Urologia,SIH,CIRURGIA,20 - Rota da Produção,2022,188,188,Hospital Geral II,2,0
2235323,Urologia,SIH,CIRURGIA,20 - Rota da Produção,2023,197,188,Hospital Geral II,2,0
2235323,Urologia,SIH,CIRURGIA,20 - Rota da Produção,2024,146,188,Hospital Geral II,2,0
2228688,Traumato/Ortopedia,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2022,176,176,Hospital Geral II,2,0
2232049,Traumato/Ortopedia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,1104,1104,Hospital Geral III,1,1
2232049,Traumato/Ortopedia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2023,906,1104,Hospital Geral III,1,1
2232049,Traumato/Ortopedia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,524,1104,Hospital Geral III,1,1
2232162,Urologia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,211,211,Hospital Geral III,2,0
2232162,Urologia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,267,211,Hospital Geral III,2,0
2232162,Urologia,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2024,124,211,Hospital Geral III,2,0
2232170,Urologia,SIH,CIRURGIA,07 - Vale dos Sinos,2022,1534,1534,Hospital Geral II,1,1
2232170,Urologia,SIH,CIRURGIA,07 - Vale dos Sinos,2023,1134,1534,Hospital Geral II,1,1
2232170,Urologia,SIH,CIRURGIA,07 - Vale dos Sinos,2024,33,1534,Hospital Geral II,1,1
2235412,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2024,243,295,Hospital Geral I,2,0
2228688,Traumato/Ortopedia,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2023,241,176,Hospital Geral II,2,0
2228688,Traumato/Ortopedia,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2024,160,176,Hospital Geral II,2,0
2232049,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,636,636,Hospital Geral III,2,0
2232049,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2023,604,636,Hospital Geral III,2,0
2232049,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,379,636,Hospital Geral III,2,0
2232928,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2022,79,360,Hospital Geral II,2,0
2232928,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2023,234,360,Hospital Geral II,2,0
2232928,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2024,195,360,Hospital Geral II,2,0
2232995,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2022,174,360,Hospital Geral III,2,0
2228726,Cirurgia Geral,SIH,CIRURGIA,15 - Caminho das Águas,2022,271,360,Hospital Geral II,2,0
2228726,Cirurgia Geral,SIH,CIRURGIA,15 - Caminho das Águas,2023,292,360,Hospital Geral II,2,0
2228726,Cirurgia Geral,SIH,CIRURGIA,15 - Caminho das Águas,2024,173,360,Hospital Geral II,2,0
2232073,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2022,425,360,Hospital Geral III,2,0
2232073,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2023,686,360,Hospital Geral III,2,0
2232073,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2024,309,360,Hospital Geral III,2,0
2232995,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2023,152,360,Hospital Geral III,2,0
2232995,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2024,65,360,Hospital Geral III,2,0
2232995,Traumato/Ortopedia,SIH,CIRURGIA,21 - Sul,2022,809,809,Hospital Geral III,1,1
2235404,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2022,353,353,Hospital Geral II,2,0
2235404,Traumato/Ortopedia,SIH,CIRURGIA,20 - Rota da Produção,2023,359,353,Hospital Geral II,2,0
2228726,Traumato/Ortopedia,SIH,CIRURGIA,15 - Caminho das Águas,2022,426,426,Hospital Geral II,2,0
2228726,Traumato/Ortopedia,SIH,CIRURGIA,15 - Caminho das Águas,2023,532,426,Hospital Geral II,2,0
2228726,Traumato/Ortopedia,SIH,CIRURGIA,15 - Caminho das Águas,2024,303,426,Hospital Geral II,2,0
2232073,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2022,682,682,Hospital Geral III,1,1
2232073,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2023,823,682,Hospital Geral III,1,1
2232995,Traumato/Ortopedia,SIH,CIRURGIA,21 - Sul,2023,890,809,Hospital Geral III,1,1
2232995,Traumato/Ortopedia,SIH,CIRURGIA,21 - Sul,2024,519,809,Hospital Geral III,1,1
2234432,Urologia,SIH,CIRURGIA,27 - Jacuí Centro,2023,348,328,Hospital Geral I,2,0
2234432,Urologia,SIH,CIRURGIA,27 - Jacuí Centro,2024,215,328,Hospital Geral I,2,0
2228734,Traumato/Ortopedia,SIH,CIRURGIA,15 - Caminho das Águas,2022,995,995,Hospital Geral I,1,1
2228734,Traumato/Ortopedia,SIH,CIRURGIA,15 - Caminho das Águas,2023,988,995,Hospital Geral I,1,1
2228734,Traumato/Ortopedia,SIH,CIRURGIA,15 - Caminho das Águas,2024,626,995,Hospital Geral I,1,1
2232073,Traumato/Ortopedia,SIH,CIRURGIA,07 - Vale dos Sinos,2024,538,682,Hospital Geral III,1,1
2233312,Traumato/Ortopedia,SIH,CIRURGIA,21 - Sul,2022,227,227,Hospital Geral III,2,0
2233312,Traumato/Ortopedia,SIH,CIRURGIA,21 - Sul,2023,182,227,Hospital Geral III,2,0
2228734,Urologia,SIH,CIRURGIA,15 - Caminho das Águas,2022,193,193,Hospital Geral I,2,0
2228734,Urologia,SIH,CIRURGIA,15 - Caminho das Águas,2023,370,193,Hospital Geral I,2,0
2228734,Urologia,SIH,CIRURGIA,15 - Caminho das Águas,2024,301,193,Hospital Geral I,2,0
2232103,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,229,360,Hospital Geral III,2,0
2232103,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2023,191,360,Hospital Geral III,2,0
2232103,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,156,360,Hospital Geral III,2,0
2232146,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2022,28,360,Hospital Geral III,2,0
2233312,Traumato/Ortopedia,SIH,CIRURGIA,21 - Sul,2024,169,227,Hospital Geral III,2,0
2232014,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2022,266,360,Hospital Geral III,2,0
2232014,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2023,403,360,Hospital Geral III,2,0
2232014,Cirurgia Geral,SIH,CIRURGIA,08 - Vale do Caí e Metropolitana,2024,136,360,Hospital Geral III,2,0
2232146,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2023,146,360,Hospital Geral III,2,0
2232146,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2024,89,360,Hospital Geral III,2,0
2233347,Urologia,SIH,CIRURGIA,21 - Sul,2022,104,104,Hospital Geral II,2,0
2233347,Urologia,SIH,CIRURGIA,21 - Sul,2023,304,104,Hospital Geral II,2,0
2233347,Urologia,SIH,CIRURGIA,21 - Sul,2024,165,104,Hospital Geral II,2,0
2233401,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2022,6,360,Hospital Geral II,2,0
2233401,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2023,12,360,Hospital Geral II,2,0
2233401,Cirurgia Geral,SIH,CIRURGIA,21 - Sul,2024,193,360,Hospital Geral II,2,0
2232022,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2022,322,360,Hospital Geral III,2,0
2232022,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2023,84,360,Hospital Geral III,2,0
2232022,Cirurgia Geral,SIH,CIRURGIA,07 - Vale dos Sinos,2024,191,360,Hospital Geral III,2,0
2248298,Traumato/Ortopedia,SIH,CIRURGIA,11 - Sete Povos das Missões,2022,321,321,Hospital Geral III,2,0
2248298,Traumato/Ortopedia,SIH,CIRURGIA,11 - Sete Povos das Missões,2023,366,321,Hospital Geral III,2,0
2248298,Traumato/Ortopedia,SIH,CIRURGIA,11 - Sete Povos das Missões,2024,170,321,Hospital Geral III,2,0
2236370,Traumato/Ortopedia,SIH,CIRURGIA,28 - Vale do Rio Pardo,2022,564,564,Hospital Geral II,2,0
2236370,Traumato/Ortopedia,SIH,CIRURGIA,28 - Vale do Rio Pardo,2023,502,564,Hospital Geral II,2,0
2236370,Traumato/Ortopedia,SIH,CIRURGIA,28 - Vale do Rio Pardo,2024,501,564,Hospital Geral II,2,0
2244101,Traumato/Ortopedia,SIH,CIRURGIA,01 - Verdes Campos,2022,862,862,Hospital Geral II,1,1
2244101,Traumato/Ortopedia,SIH,CIRURGIA,01 - Verdes Campos,2023,867,862,Hospital Geral II,1,1
2244101,Traumato/Ortopedia,SIH,CIRURGIA,01 - Verdes Campos,2024,463,862,Hospital Geral II,1,1
2246988,Traumato/Ortopedia,SIH,CIRURGIA,17 - Planalto,2022,1066,1066,Hospital Geral III,1,1
2246988,Traumato/Ortopedia,SIH,CIRURGIA,17 - Planalto,2023,1036,1066,Hospital Geral III,1,1
2248328,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2022,681,360,Hospital Geral III,2,0
2248328,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2023,876,360,Hospital Geral III,2,0
2237253,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,797,360,Hospital Geral III,2,0
2237253,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2023,1074,360,Hospital Geral III,2,0
2237253,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,563,360,Hospital Geral III,2,0
2244357,Cirurgia Geral,SIH,CIRURGIA,02 - Entre Rios,2022,114,360,Hospital Geral III,2,0
2244357,Cirurgia Geral,SIH,CIRURGIA,02 - Entre Rios,2023,509,360,Hospital Geral III,2,0
2244357,Cirurgia Geral,SIH,CIRURGIA,02 - Entre Rios,2024,438,360,Hospital Geral III,2,0
2246988,Traumato/Ortopedia,SIH,CIRURGIA,17 - Planalto,2024,555,1066,Hospital Geral III,1,1
2246988,Urologia,SIH,CIRURGIA,17 - Planalto,2022,500,500,Hospital Geral III,2,0
2248328,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2024,688,360,Hospital Geral III,2,0
2237253,Traumato/Ortopedia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,459,459,Hospital Geral III,2,0
2237253,Traumato/Ortopedia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2023,562,459,Hospital Geral III,2,0
2237253,Traumato/Ortopedia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,287,459,Hospital Geral III,2,0
2246740,Cirurgia Geral,SIH,CIRURGIA,18 - Araucárias,2022,238,360,Hospital Geral II,2,0
2246740,Cirurgia Geral,SIH,CIRURGIA,18 - Araucárias,2023,345,360,Hospital Geral II,2,0
2246740,Cirurgia Geral,SIH,CIRURGIA,18 - Araucárias,2024,223,360,Hospital Geral II,2,0
2246988,Urologia,SIH,CIRURGIA,17 - Planalto,2023,496,500,Hospital Geral III,2,0
2246988,Urologia,SIH,CIRURGIA,17 - Planalto,2024,357,500,Hospital Geral III,2,0
2237253,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,747,747,Hospital Geral III,1,1
2237253,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2023,928,747,Hospital Geral III,1,1
2237253,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,535,747,Hospital Geral III,1,1
2248190,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2022,444,444,Hospital Geral III,2,0
2248190,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2023,407,444,Hospital Geral III,2,0
2248190,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2024,246,444,Hospital Geral III,2,0
2248204,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2022,207,360,Hospital Geral III,2,0
2237822,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,93,93,Hospital Geral III,2,0
2246767,Traumato/Ortopedia,SIH,CIRURGIA,18 - Araucárias,2022,253,253,Hospital Geral I,2,0
2246767,Traumato/Ortopedia,SIH,CIRURGIA,18 - Araucárias,2023,326,253,Hospital Geral I,2,0
2246767,Traumato/Ortopedia,SIH,CIRURGIA,18 - Araucárias,2024,209,253,Hospital Geral I,2,0
2248204,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2023,231,360,Hospital Geral III,2,0
2248204,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2024,159,360,Hospital Geral III,2,0
2248328,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2022,467,467,Hospital Geral III,2,0
2248328,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2023,628,467,Hospital Geral III,2,0
2248328,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2024,421,467,Hospital Geral III,2,0
2237822,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2023,128,93,Hospital Geral III,2,0
2237822,Urologia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,63,93,Hospital Geral III,2,0
2240335,Cirurgia Geral,SIH,CIRURGIA,26 - Uva Vale,2022,406,360,Hospital Geral II,2,0
2240335,Cirurgia Geral,SIH,CIRURGIA,26 - Uva Vale,2023,478,360,Hospital Geral II,2,0
2240335,Cirurgia Geral,SIH,CIRURGIA,26 - Uva Vale,2024,410,360,Hospital Geral II,2,0
2246813,Cirurgia Geral,SIH,CIRURGIA,19 - Botucaraí,2022,320,360,Hospital Geral I,2,0
2248204,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2022,491,491,Hospital Geral III,2,0
2248204,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2023,516,491,Hospital Geral III,2,0
2248204,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2024,314,491,Hospital Geral III,2,0
2249510,Cirurgia Geral,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2022,428,360,Hospital Geral II,2,0
2249510,Cirurgia Geral,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2023,515,360,Hospital Geral II,2,0
2249510,Cirurgia Geral,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2024,482,360,Hospital Geral II,2,0
2246813,Cirurgia Geral,SIH,CIRURGIA,19 - Botucaraí,2023,291,360,Hospital Geral I,2,0
2246813,Cirurgia Geral,SIH,CIRURGIA,19 - Botucaraí,2024,295,360,Hospital Geral I,2,0
2248220,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2022,119,360,Hospital Geral III,2,0
2248220,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2023,181,360,Hospital Geral III,2,0
2248220,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2024,244,360,Hospital Geral III,2,0
2249510,Urologia,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2022,105,105,Hospital Geral II,2,0
2249510,Urologia,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2023,276,105,Hospital Geral II,2,0
2249510,Urologia,SIH,CIRURGIA,16 - Alto Uruguai Gaúcho,2024,208,105,Hospital Geral II,2,0
2240335,Traumato/Ortopedia,SIH,CIRURGIA,26 - Uva Vale,2022,883,883,Hospital Geral II,1,1
2240335,Traumato/Ortopedia,SIH,CIRURGIA,26 - Uva Vale,2023,999,883,Hospital Geral II,1,1
2246910,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2022,76,360,Hospital Geral I,2,0
2246910,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2023,352,360,Hospital Geral I,2,0
2246910,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2024,226,360,Hospital Geral I,2,0
2246910,Urologia,SIH,CIRURGIA,17 - Planalto,2022,9,9,Hospital Geral I,2,0
2246910,Urologia,SIH,CIRURGIA,17 - Planalto,2023,89,9,Hospital Geral I,2,0
2246910,Urologia,SIH,CIRURGIA,17 - Planalto,2024,97,9,Hospital Geral I,2,0
2248220,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2022,402,402,Hospital Geral III,2,0
2248220,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2023,371,402,Hospital Geral III,2,0
2248220,Traumato/Ortopedia,SIH,CIRURGIA,03 - Fronteira Oeste,2024,279,402,Hospital Geral III,2,0
2250837,Traumato/Ortopedia,SIH,CIRURGIA,14 - Fronteira Noroeste,2022,325,325,Hospital Geral I,2,0
2240335,Traumato/Ortopedia,SIH,CIRURGIA,26 - Uva Vale,2024,810,883,Hospital Geral II,1,1
2241048,Cirurgia Geral,SIH,CIRURGIA,24 - Campos de Cima da Serra,2022,605,360,Hospital Geral III,2,0
2246929,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2022,129,360,Hospital Geral III,2,0
2246929,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2023,189,360,Hospital Geral III,2,0
2246929,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2024,113,360,Hospital Geral III,2,0
2248239,Urologia,SIH,CIRURGIA,03 - Fronteira Oeste,2022,6,6,Hospital Geral II,2,0
2248239,Urologia,SIH,CIRURGIA,03 - Fronteira Oeste,2023,186,6,Hospital Geral II,2,0
2248239,Urologia,SIH,CIRURGIA,03 - Fronteira Oeste,2024,225,6,Hospital Geral II,2,0
2250837,Traumato/Ortopedia,SIH,CIRURGIA,14 - Fronteira Noroeste,2023,306,325,Hospital Geral I,2,0
2250837,Traumato/Ortopedia,SIH,CIRURGIA,14 - Fronteira Noroeste,2024,261,325,Hospital Geral I,2,0
2252023,Cirurgia Geral,SIH,CIRURGIA,30 - Vale da Luz,2022,73,360,Hospital Geral I,2,0
2252023,Cirurgia Geral,SIH,CIRURGIA,30 - Vale da Luz,2023,308,360,Hospital Geral I,2,0
2241048,Cirurgia Geral,SIH,CIRURGIA,24 - Campos de Cima da Serra,2023,723,360,Hospital Geral III,2,0
2241048,Cirurgia Geral,SIH,CIRURGIA,24 - Campos de Cima da Serra,2024,462,360,Hospital Geral III,2,0
2241048,Traumato/Ortopedia,SIH,CIRURGIA,24 - Campos de Cima da Serra,2022,836,836,Hospital Geral III,1,1
2246929,Traumato/Ortopedia,SIH,CIRURGIA,17 - Planalto,2022,689,689,Hospital Geral III,1,1
2246929,Traumato/Ortopedia,SIH,CIRURGIA,17 - Planalto,2023,668,689,Hospital Geral III,1,1
2246929,Traumato/Ortopedia,SIH,CIRURGIA,17 - Planalto,2024,391,689,Hospital Geral III,1,1
2248271,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2022,59,360,Hospital Geral II,2,0
2248271,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2023,133,360,Hospital Geral II,2,0
2248271,Cirurgia Geral,SIH,CIRURGIA,03 - Fronteira Oeste,2024,164,360,Hospital Geral II,2,0
2252023,Cirurgia Geral,SIH,CIRURGIA,30 - Vale da Luz,2024,141,360,Hospital Geral I,2,0
2241048,Traumato/Ortopedia,SIH,CIRURGIA,24 - Campos de Cima da Serra,2023,1087,836,Hospital Geral III,1,1
2241048,Traumato/Ortopedia,SIH,CIRURGIA,24 - Campos de Cima da Serra,2024,700,836,Hospital Geral III,1,1
2246953,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2022,357,360,Hospital Geral II,2,0
2246953,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2023,308,360,Hospital Geral II,2,0
2246953,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2024,208,360,Hospital Geral II,2,0
2248298,Cirurgia Geral,SIH,CIRURGIA,11 - Sete Povos das Missões,2022,322,360,Hospital Geral III,2,0
2248298,Cirurgia Geral,SIH,CIRURGIA,11 - Sete Povos das Missões,2023,525,360,Hospital Geral III,2,0
2248298,Cirurgia Geral,SIH,CIRURGIA,11 - Sete Povos das Missões,2024,198,360,Hospital Geral III,2,0
2236362,Cirurgia Geral,SIH,CIRURGIA,28 - Vale do Rio Pardo,2022,203,360,Hospital Geral II,2,0
2236362,Cirurgia Geral,SIH,CIRURGIA,28 - Vale do Rio Pardo,2023,259,360,Hospital Geral II,2,0
2241048,Urologia,SIH,CIRURGIA,24 - Campos de Cima da Serra,2022,214,214,Hospital Geral III,2,0
2241048,Urologia,SIH,CIRURGIA,24 - Campos de Cima da Serra,2023,268,214,Hospital Geral III,2,0
2241048,Urologia,SIH,CIRURGIA,24 - Campos de Cima da Serra,2024,211,214,Hospital Geral III,2,0
2246961,Traumato/Ortopedia,SIH,CIRURGIA,19 - Botucaraí,2022,176,176,Hospital Geral II,2,0
2246961,Traumato/Ortopedia,SIH,CIRURGIA,19 - Botucaraí,2023,292,176,Hospital Geral II,2,0
2246961,Traumato/Ortopedia,SIH,CIRURGIA,19 - Botucaraí,2024,212,176,Hospital Geral II,2,0
2236362,Cirurgia Geral,SIH,CIRURGIA,28 - Vale do Rio Pardo,2024,108,360,Hospital Geral II,2,0
2236370,Cirurgia Geral,SIH,CIRURGIA,28 - Vale do Rio Pardo,2022,293,360,Hospital Geral II,2,0
2236370,Cirurgia Geral,SIH,CIRURGIA,28 - Vale do Rio Pardo,2023,176,360,Hospital Geral II,2,0
2241153,Traumato/Ortopedia,SIH,CIRURGIA,23 - Caxias e Hortênsias,2022,608,608,Hospital Geral II,2,0
2241153,Traumato/Ortopedia,SIH,CIRURGIA,23 - Caxias e Hortênsias,2023,863,608,Hospital Geral II,2,0
2241153,Traumato/Ortopedia,SIH,CIRURGIA,23 - Caxias e Hortênsias,2024,443,608,Hospital Geral II,2,0
2246988,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2022,428,360,Hospital Geral III,2,0
2246988,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2023,475,360,Hospital Geral III,2,0
2246988,Cirurgia Geral,SIH,CIRURGIA,17 - Planalto,2024,266,360,Hospital Geral III,2,0
2236370,Cirurgia Geral,SIH,CIRURGIA,28 - Vale do Rio Pardo,2024,73,360,Hospital Geral II,2,0
2244101,Cirurgia Geral,SIH,CIRURGIA,01 - Verdes Campos,2022,7,360,Hospital Geral II,2,0
2244101,Cirurgia Geral,SIH,CIRURGIA,01 - Verdes Campos,2023,94,360,Hospital Geral II,2,0
2244101,Cirurgia Geral,SIH,CIRURGIA,01 - Verdes Campos,2024,157,360,Hospital Geral II,2,0
2259893,Traumato/Ortopedia,SIH,CIRURGIA,11 - Sete Povos das Missões,2023,441,408,Hospital Geral III,2,0
2259893,Traumato/Ortopedia,SIH,CIRURGIA,11 - Sete Povos das Missões,2024,183,408,Hospital Geral III,2,0
2259907,Cirurgia Geral,SIH,CIRURGIA,11 - Sete Povos das Missões,2022,144,360,Hospital Geral III,2,0
2262568,Cirurgia Geral,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2024,153,360,Hospital Geral III,2,0
2262568,Traumato/Ortopedia,SIH,CIRURGIA,10 - Capital e Vale do Gravataí,2022,308,308,Hospital Geral III,2,0
2252228,Traumato/Ortopedia,SIH,CIRURGIA,29 - Vales e Montanhas,2022,269,269,Hospital Geral I,2,0
2252228,Traumato/Ortopedia,SIH,CIRURGIA,29 - Vales e Montanhas,2023,421,269,Hospital Geral I,2,0
